timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-30T12:02:16,graph_cli_run,57d6d9ac-0246-4f5c-b3aa-c67bd4c2ca76,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.1471304001752287,4.497091813142246e-06,3.056534752699863e-05,224.0,0.0,10.0,9.07865778853496e-06,0.0,3.678741670834522e-07,9.44653195561841e-06,United States,USA,texas,,,Windows-11-10.0.26100-SP0,3.13.5,3.0.2,16,13th Gen Intel(R) Core(TM) i7-1360P,,,-97.1432,32.7185,15.692092895507812,machine,N,1.0
2025-06-30T12:02:19,graph_cli_run,4b7e5cea-20fc-4754-9127-3ec085a561e8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.03399570006877184,9.76594998757969e-07,2.8727015380838148e-05,224.0,0.0,10.0,2.032961785379383e-06,0.0,1.846083323471248e-08,2.0514226186140956e-06,United States,USA,texas,,,Windows-11-10.0.26100-SP0,3.13.5,3.0.2,16,13th Gen Intel(R) Core(TM) i7-1360P,,,-97.1432,32.7185,15.692092895507812,machine,N,1.0
