Date,Adj Close,Close,High,Low,Open,Volume,timestamp
,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,
2025-05-07,195.99298095703125,196.25,199.44000244140625,193.25,199.1699981689453,68536700,2025-08-02 19:08:24.802478
2025-05-08,197.2313690185547,197.49000549316406,200.0500030517578,194.67999267578125,197.72000122070312,50478900,2025-08-02 19:08:24.802478
2025-05-09,198.27000427246094,198.52999877929688,200.5399932861328,197.5399932861328,199.0,36453900,2025-08-02 19:08:24.802478
2025-05-12,210.7899932861328,210.7899932861328,211.27000427246094,206.75,210.97000122070312,63775800,2025-08-02 19:08:24.802478
2025-05-13,212.92999267578125,212.92999267578125,213.39999389648438,209.0,210.42999267578125,51909300,2025-08-02 19:08:24.802478
2025-05-14,212.3300018310547,212.3300018310547,213.94000244140625,210.5800018310547,212.42999267578125,49325800,2025-08-02 19:08:24.802478
2025-05-15,211.4499969482422,211.4499969482422,212.9600067138672,209.5399932861328,210.9499969482422,45029500,2025-08-02 19:08:24.802478
2025-05-16,211.25999450683594,211.25999450683594,212.57000732421875,209.77000427246094,212.36000061035156,54737900,2025-08-02 19:08:24.802478
2025-05-19,208.77999877929688,208.77999877929688,209.47999572753906,204.25999450683594,207.91000366210938,46140500,2025-08-02 19:08:24.802478
2025-05-20,206.86000061035156,206.86000061035156,208.47000122070312,205.02999877929688,207.6699981689453,42496600,2025-08-02 19:08:24.802478
2025-05-21,202.08999633789062,202.08999633789062,207.0399932861328,200.7100067138672,205.1699981689453,59211800,2025-08-02 19:08:24.802478
2025-05-22,201.36000061035156,201.36000061035156,202.75,199.6999969482422,200.7100067138672,46742400,2025-08-02 19:08:24.802478
2025-05-23,195.27000427246094,195.27000427246094,197.6999969482422,193.4600067138672,193.6699981689453,78432900,2025-08-02 19:08:24.802478
2025-05-27,200.2100067138672,200.2100067138672,200.74000549316406,197.42999267578125,198.3000030517578,56288500,2025-08-02 19:08:24.802478
2025-05-28,200.4199981689453,200.4199981689453,202.72999572753906,199.89999389648438,200.58999633789062,45339700,2025-08-02 19:08:24.802478
2025-05-29,199.9499969482422,199.9499969482422,203.80999755859375,198.50999450683594,203.5800018310547,51396800,2025-08-02 19:08:24.802478
2025-05-30,200.85000610351562,200.85000610351562,201.9600067138672,196.77999877929688,199.3699951171875,70819900,2025-08-02 19:08:24.802478
2025-06-02,201.6999969482422,201.6999969482422,202.1300048828125,200.1199951171875,200.27999877929688,35423300,2025-08-02 19:08:24.802478
2025-06-03,203.27000427246094,203.27000427246094,203.77000427246094,200.9600067138672,201.35000610351562,46381600,2025-08-02 19:08:24.802478
2025-06-04,202.82000732421875,202.82000732421875,206.24000549316406,202.10000610351562,202.91000366210938,43604000,2025-08-02 19:08:24.802478
2025-06-05,200.6300048828125,200.6300048828125,204.75,200.14999389648438,203.5,55126100,2025-08-02 19:08:24.802478
2025-06-06,203.9199981689453,203.9199981689453,205.6999969482422,202.0500030517578,203.0,46607700,2025-08-02 19:08:24.802478
2025-06-09,201.4499969482422,201.4499969482422,206.0,200.02000427246094,204.38999938964844,72862600,2025-08-02 19:08:24.802478
2025-06-10,202.6699981689453,202.6699981689453,204.35000610351562,200.57000732421875,200.60000610351562,54672600,2025-08-02 19:08:24.802478
2025-06-11,198.77999877929688,198.77999877929688,204.5,198.41000366210938,203.5,60989900,2025-08-02 19:08:24.802478
2025-06-12,199.1999969482422,199.1999969482422,199.67999267578125,197.36000061035156,199.0800018310547,43904600,2025-08-02 19:08:24.802478
2025-06-13,196.4499969482422,196.4499969482422,200.3699951171875,195.6999969482422,199.72999572753906,51447300,2025-08-02 19:08:24.802478
2025-06-16,198.4199981689453,198.4199981689453,198.69000244140625,196.55999755859375,197.3000030517578,43020700,2025-08-02 19:08:24.802478
2025-06-17,195.63999938964844,195.63999938964844,198.38999938964844,195.2100067138672,197.1999969482422,38856200,2025-08-02 19:08:24.802478
2025-06-18,196.5800018310547,196.5800018310547,197.57000732421875,195.07000732421875,195.94000244140625,45394700,2025-08-02 19:08:24.802478
2025-06-20,201.0,201.0,201.6999969482422,196.86000061035156,198.24000549316406,96813500,2025-08-02 19:08:24.802478
2025-06-23,201.5,201.5,202.3000030517578,198.9600067138672,201.6300048828125,55814300,2025-08-02 19:08:24.802478
2025-06-24,200.3000030517578,200.3000030517578,203.44000244140625,200.1999969482422,202.58999633789062,54064000,2025-08-02 19:08:24.802478
2025-06-25,201.55999755859375,201.55999755859375,203.6699981689453,200.6199951171875,201.4499969482422,39525700,2025-08-02 19:08:24.802478
2025-06-26,201.0,201.0,202.63999938964844,199.4600067138672,201.42999267578125,50799100,2025-08-02 19:08:24.802478
2025-06-27,201.0800018310547,201.0800018310547,203.22000122070312,200.0,201.88999938964844,73188600,2025-08-02 19:08:24.802478
2025-06-30,205.1699981689453,205.1699981689453,207.38999938964844,199.25999450683594,202.00999450683594,91912800,2025-08-02 19:08:24.802478
2025-07-01,207.82000732421875,207.82000732421875,210.19000244140625,206.13999938964844,206.6699981689453,78788900,2025-08-02 19:08:24.802478
2025-07-02,212.44000244140625,212.44000244140625,213.33999633789062,208.13999938964844,208.91000366210938,67941800,2025-08-02 19:08:24.802478
2025-07-03,213.5500030517578,213.5500030517578,214.64999389648438,211.80999755859375,212.14999389648438,34955800,2025-08-02 19:08:24.802478
2025-07-07,209.9499969482422,209.9499969482422,216.22999572753906,208.8000030517578,212.67999267578125,50229000,2025-08-02 19:08:24.802478
2025-07-08,210.00999450683594,210.00999450683594,211.42999267578125,208.4499969482422,210.10000610351562,42848900,2025-08-02 19:08:24.802478
2025-07-09,211.13999938964844,211.13999938964844,211.3300018310547,207.22000122070312,209.52999877929688,48749400,2025-08-02 19:08:24.802478
2025-07-10,212.41000366210938,212.41000366210938,213.47999572753906,210.02999877929688,210.50999450683594,44443600,2025-08-02 19:08:24.802478
2025-07-11,211.16000366210938,211.16000366210938,212.1300048828125,209.86000061035156,210.57000732421875,39765800,2025-08-02 19:08:24.802478
2025-07-14,208.6199951171875,208.6199951171875,210.91000366210938,207.5399932861328,209.92999267578125,38840100,2025-08-02 19:08:24.802478
