Date,Adj Close,Close,High,Low,Open,Volume,timestamp
,ETN,ETN,ETN,ETN,ETN,ETN,
2025-05-07,302.20001220703125,302.20001220703125,303.29998779296875,296.92999267578125,299.510009765625,1888800,2025-08-03 10:56:48.904025
2025-05-08,307.0400085449219,307.0400085449219,310.0,304.2200012207031,304.5400085449219,2076700,2025-08-03 10:56:48.904025
2025-05-09,309.8699951171875,309.8699951171875,311.70001220703125,306.7699890136719,309.67999267578125,2038700,2025-08-03 10:56:48.904025
2025-05-12,322.0899963378906,322.0899963378906,324.95001220703125,319.1499938964844,324.95001220703125,3542400,2025-08-03 10:56:48.904025
2025-05-13,330.75,330.75,333.9599914550781,322.2900085449219,323.69000244140625,3438900,2025-08-03 10:56:48.904025
2025-05-14,329.0899963378906,329.0899963378906,333.9800109863281,328.2699890136719,330.6300048828125,1886600,2025-08-03 10:56:48.904025
2025-05-15,326.82000732421875,326.82000732421875,330.82000732421875,326.2099914550781,326.75,2300500,2025-08-03 10:56:48.904025
2025-05-16,329.07000732421875,329.07000732421875,329.5,325.1199951171875,328.4200134277344,1997400,2025-08-03 10:56:48.904025
2025-05-19,329.2900085449219,329.2900085449219,329.8699951171875,322.20001220703125,323.2200012207031,1482200,2025-08-03 10:56:48.904025
2025-05-20,328.25,328.25,330.05999755859375,325.5,326.5299987792969,1654500,2025-08-03 10:56:48.904025
2025-05-21,322.3299865722656,322.3299865722656,329.8999938964844,322.010009765625,324.6000061035156,1725500,2025-08-03 10:56:48.904025
2025-05-22,321.07000732421875,321.07000732421875,323.75,315.7099914550781,319.9599914550781,1677800,2025-08-03 10:56:48.904025
2025-05-23,321.05999755859375,321.05999755859375,322.8900146484375,312.9100036621094,315.19000244140625,1432300,2025-08-03 10:56:48.904025
2025-05-27,328.1600036621094,328.1600036621094,328.92999267578125,323.3699951171875,324.7200012207031,1568800,2025-08-03 10:56:48.904025
2025-05-28,325.6700134277344,325.6700134277344,330.0,324.9100036621094,329.1199951171875,1982700,2025-08-03 10:56:48.904025
2025-05-29,324.80999755859375,324.80999755859375,330.7900085449219,323.3399963378906,329.8999938964844,1617500,2025-08-03 10:56:48.904025
2025-05-30,320.20001220703125,320.20001220703125,323.5,316.80999755859375,322.04998779296875,3788000,2025-08-03 10:56:48.904025
2025-06-02,318.8599853515625,318.8599853515625,319.9200134277344,311.8999938964844,319.4800109863281,1929100,2025-08-03 10:56:48.904025
2025-06-03,325.8399963378906,325.8399963378906,327.6600036621094,321.0899963378906,322.9599914550781,1978900,2025-08-03 10:56:48.904025
2025-06-04,327.0799865722656,327.0799865722656,329.67999267578125,325.5299987792969,327.0,1669500,2025-08-03 10:56:48.904025
2025-06-05,326.4800109863281,326.4800109863281,328.92999267578125,324.44000244140625,328.8699951171875,1600800,2025-08-03 10:56:48.904025
2025-06-06,331.45001220703125,331.45001220703125,333.5,329.7799987792969,331.20001220703125,2206400,2025-08-03 10:56:48.904025
2025-06-09,325.80999755859375,325.80999755859375,333.3599853515625,325.4599914550781,332.010009765625,1621700,2025-08-03 10:56:48.904025
2025-06-10,324.239990234375,324.239990234375,327.5,318.760009765625,327.5,1882100,2025-08-03 10:56:48.904025
2025-06-11,325.7099914550781,325.7099914550781,327.8699951171875,320.30999755859375,323.8599853515625,1424000,2025-08-03 10:56:48.904025
2025-06-12,330.3399963378906,330.3399963378906,331.4599914550781,322.45001220703125,322.9800109863281,1777300,2025-08-03 10:56:48.904025
2025-06-13,323.6600036621094,323.6600036621094,328.4200134277344,322.30999755859375,324.489990234375,1565300,2025-08-03 10:56:48.904025
2025-06-16,338.010009765625,338.010009765625,339.7099914550781,328.29998779296875,330.0899963378906,3393400,2025-08-03 10:56:48.904025
2025-06-17,330.510009765625,330.510009765625,338.3500061035156,329.82000732421875,336.6300048828125,1870000,2025-08-03 10:56:48.904025
2025-06-18,334.8599853515625,334.8599853515625,338.1600036621094,329.79998779296875,329.8500061035156,2969000,2025-08-03 10:56:48.904025
2025-06-20,331.2300109863281,331.2300109863281,338.0,330.7900085449219,335.6600036621094,4407100,2025-08-03 10:56:48.904025
2025-06-23,332.95001220703125,332.95001220703125,333.45001220703125,324.3800048828125,331.32000732421875,1397800,2025-08-03 10:56:48.904025
2025-06-24,343.260009765625,343.260009765625,345.1499938964844,335.29998779296875,335.29998779296875,2977800,2025-08-03 10:56:48.904025
2025-06-25,342.3500061035156,342.3500061035156,347.42999267578125,341.7900085449219,346.3500061035156,1930200,2025-08-03 10:56:48.904025
2025-06-26,348.1400146484375,348.1400146484375,349.2300109863281,342.2099914550781,343.6700134277344,2284500,2025-08-03 10:56:48.904025
2025-06-27,353.2300109863281,353.2300109863281,357.6000061035156,351.6400146484375,353.3699951171875,3704400,2025-08-03 10:56:48.904025
2025-06-30,356.989990234375,356.989990234375,358.2900085449219,352.1600036621094,353.8399963378906,2212400,2025-08-03 10:56:48.904025
2025-07-01,355.0400085449219,355.0400085449219,357.3800048828125,350.05999755859375,355.7799987792969,2407800,2025-08-03 10:56:48.904025
2025-07-02,358.19000244140625,358.19000244140625,358.6099853515625,353.45001220703125,355.2099914550781,1787500,2025-08-03 10:56:48.904025
2025-07-03,362.2200012207031,362.2200012207031,363.4200134277344,358.3500061035156,359.1099853515625,1088100,2025-08-03 10:56:48.904025
